date/time,kwh,,
 06/27  19:00:00,241.6756093,,
 06/27  20:00:00,229.7676907,,
 06/27  21:00:00,165.16376,,
 06/27  22:00:00,120.72286,,
 06/27  23:00:00,151.3446525,,
 06/27  24:00:00,126.9311784,,
 06/28  01:00:00,117.2244034,,
 06/28  02:00:00,116.2352593,,
 06/28  03:00:00,115.5515779,,
 06/28  04:00:00,122.4140805,,
 06/28  05:00:00,117.7831252,,
 06/28  06:00:00,152.5519546,,
 06/28  07:00:00,170.8772948,,
 06/28  08:00:00,245.3186561,,
 06/28  09:00:00,275.9996145,,
 06/28  10:00:00,269.5233768,,
 06/28  11:00:00,293.5834177,,
 06/28  12:00:00,282.3983027,,
 06/28  13:00:00,281.5738279,,
 06/28  14:00:00,277.1725405,,
 06/28  15:00:00,274.1860866,,
 06/28  16:00:00,272.8342584,,
 06/28  17:00:00,268.760766,,
 06/28  18:00:00,262.8743765,,
 06/28  19:00:00,251.0093614,,
 06/28  20:00:00,238.4835832,,
 06/28  21:00:00,171.5666208,,
 06/28  22:00:00,121.7769609,,
 06/28  23:00:00,152.0756844,,
 06/28  24:00:00,128.4998089,,
 06/29  01:00:00,118.5741618,,
 06/29  02:00:00,116.7668931,,
 06/29  03:00:00,115.328955,,
 06/29  04:00:00,122.4957153,,
 06/29  05:00:00,118.7551918,,
 06/29  06:00:00,153.1407689,,
 06/29  07:00:00,171.7864173,,
 06/29  08:00:00,246.8681277,,
 06/29  09:00:00,278.2324124,,
 06/29  10:00:00,275.5181555,,
 06/29  11:00:00,299.268565,,
 06/29  12:00:00,288.8628587,,
 06/29  13:00:00,288.2334962,,
 06/29  14:00:00,281.1128204,,
 06/29  15:00:00,276.1910785,,
 06/29  16:00:00,276.0850278,,
 06/29  17:00:00,274.8639738,,
 06/29  18:00:00,267.7895357,,
 06/29  19:00:00,254.1454111,,
 06/29  20:00:00,241.0825833,,
 06/29  21:00:00,172.8762795,,
 06/29  22:00:00,122.9266275,,
 06/29  23:00:00,154.041993,,
 06/29  24:00:00,130.9406248,,
 06/30  01:00:00,120.7313385,,
 06/30  02:00:00,119.804535,,
 06/30  03:00:00,119.0672762,,
 06/30  04:00:00,144.2222024,,
 06/30  05:00:00,139.4713762,,
 06/30  06:00:00,173.964122,,
 06/30  07:00:00,183.2618701,,
 06/30  08:00:00,246.6000933,,
 06/30  09:00:00,276.5587008,,
 06/30  10:00:00,273.2112103,,
 06/30  11:00:00,296.6898435,,
 06/30  12:00:00,286.5013216,,
 06/30  13:00:00,287.8594601,,
 06/30  14:00:00,284.3331181,,
 06/30  15:00:00,279.2813454,,
 06/30  16:00:00,276.3552576,,
 06/30  17:00:00,274.1742019,,
 06/30  18:00:00,267.4905539,,
 06/30  19:00:00,246.9349384,,
 06/30  20:00:00,234.726446,,
 06/30  21:00:00,168.1460155,,
 06/30  22:00:00,123.8165483,,
 06/30  23:00:00,154.4931059,,
 06/30  24:00:00,131.643393,,
 07/01  01:00:00,119.479523,,
 07/01  02:00:00,118.6932829,,
 07/01  03:00:00,117.9656928,,
 07/01  04:00:00,125.1311281,,
 07/01  05:00:00,120.7980243,,
 07/01  06:00:00,144.0213597,,
 07/01  07:00:00,163.7818111,,
 07/01  08:00:00,224.4825804,,
 07/01  09:00:00,249.196916,,
 07/01  10:00:00,277.2477754,,
 07/01  11:00:00,302.6356191,,
 07/01  12:00:00,291.8018977,,
 07/01  13:00:00,293.2405458,,
 07/01  14:00:00,287.4020097,,
 07/01  15:00:00,285.3141684,,
 07/01  16:00:00,286.1490601,,
 07/01  17:00:00,284.8081936,,
 07/01  18:00:00,258.6480896,,
 07/01  19:00:00,215.5615484,,
 07/01  20:00:00,214.0127931,,
 07/01  21:00:00,160.7584531,,
 07/01  22:00:00,122.0494368,,
 07/01  23:00:00,152.2813137,,
 07/01  24:00:00,129.7097153,,
 07/02  01:00:00,119.4423034,,
 07/02  02:00:00,118.6931334,,
 07/02  03:00:00,118.1705407,,
 07/02  04:00:00,125.4434872,,
 07/02  05:00:00,120.6666353,,
 07/02  06:00:00,143.7027339,,
 07/02  07:00:00,162.6864261,,
 07/02  08:00:00,196.545135,,
 07/02  09:00:00,177.4803234,,
 07/02  10:00:00,211.7562531,,
 07/02  11:00:00,236.5719504,,
 07/02  12:00:00,254.9205939,,
 07/02  13:00:00,255.4105459,,
 07/02  14:00:00,251.3112299,,
 07/02  15:00:00,247.579741,,
 07/02  16:00:00,246.7001998,,
 07/02  17:00:00,212.8065546,,
 07/02  18:00:00,212.2478869,,
 07/02  19:00:00,197.8771,,
 07/02  20:00:00,197.365457,,
 07/02  21:00:00,173.6669108,,
 07/02  22:00:00,121.5432635,,
 07/02  23:00:00,151.0613836,,
 07/02  24:00:00,127.5514423,,
 07/03  01:00:00,119.0817628,,
 07/03  02:00:00,117.5873259,,
 07/03  03:00:00,116.9709572,,
 07/03  04:00:00,124.3764417,,
 07/03  05:00:00,120.4717908,,
 07/03  06:00:00,155.640037,,
 07/03  07:00:00,174.6004531,,
 07/03  08:00:00,248.9847157,,
 07/03  09:00:00,281.1291767,,
 07/03  10:00:00,276.0104791,,
 07/03  11:00:00,301.000924,,
 07/03  12:00:00,291.8729086,,
 07/03  13:00:00,290.9878027,,
 07/03  14:00:00,283.9195227,,
 07/03  15:00:00,277.916462,,
 07/03  16:00:00,277.4835625,,
 07/03  17:00:00,274.3999884,,
 07/03  18:00:00,266.7829345,,
 07/03  19:00:00,253.5354377,,
 07/03  20:00:00,237.7613735,,
 07/03  21:00:00,170.6212995,,
 07/03  22:00:00,120.6480781,,
 07/03  23:00:00,151.0814999,,
 07/03  24:00:00,127.3398963,,
 07/04  01:00:00,114.5661101,,
 07/04  02:00:00,113.1985598,,
 07/04  03:00:00,112.0290071,,
 07/04  04:00:00,118.6129836,,
 07/04  05:00:00,114.6353261,,
 07/04  06:00:00,138.4670481,,
 07/04  07:00:00,158.2774126,,
 07/04  08:00:00,191.5651061,,
 07/04  09:00:00,170.347135,,
 07/04  10:00:00,203.034636,,
 07/04  11:00:00,231.3358481,,
 07/04  12:00:00,250.2042169,,
 07/04  13:00:00,251.5075306,,
 07/04  14:00:00,245.7130475,,
 07/04  15:00:00,239.7801367,,
 07/04  16:00:00,238.942491,,
 07/04  17:00:00,206.3096796,,
 07/04  18:00:00,208.1632051,,
 07/04  19:00:00,192.061087,,
 07/04  20:00:00,192.0871049,,
 07/04  21:00:00,170.511171,,
 07/04  22:00:00,118.241815,,
 07/04  23:00:00,148.2125246,,
 07/04  24:00:00,123.7378218,,
 07/05  01:00:00,115.3108932,,
 07/05  02:00:00,113.8334612,,
 07/05  03:00:00,112.6734818,,
 07/05  04:00:00,119.8030575,,
 07/05  05:00:00,115.0247439,,
 07/05  06:00:00,150.0496397,,
 07/05  07:00:00,169.5648331,,
 07/05  08:00:00,245.3764641,,
 07/05  09:00:00,275.5891223,,
 07/05  10:00:00,270.6850923,,
 07/05  11:00:00,295.763915,,
 07/05  12:00:00,287.2795308,,
 07/05  13:00:00,285.8180379,,
 07/05  14:00:00,277.2623374,,
 07/05  15:00:00,272.5903305,,
 07/05  16:00:00,272.8507277,,
 07/05  17:00:00,271.5957318,,
 07/05  18:00:00,265.5408119,,
 07/05  19:00:00,252.8509099,,
 07/05  20:00:00,239.3956295,,
 07/05  21:00:00,172.3460586,,
 07/05  22:00:00,122.6013855,,
 07/05  23:00:00,153.0838332,,
 07/05  24:00:00,129.8843088,,
 07/06  01:00:00,119.0233272,,
 07/06  02:00:00,118.173302,,
 07/06  03:00:00,117.7621034,,
 07/06  04:00:00,124.6764517,,
 07/06  05:00:00,120.0960684,,
 07/06  06:00:00,155.7053743,,
 07/06  07:00:00,174.6257992,,
 07/06  08:00:00,250.25711,,
 07/06  09:00:00,282.5862077,,
 07/06  10:00:00,279.0574788,,
 07/06  11:00:00,300.3570418,,
 07/06  12:00:00,291.9169385,,
 07/06  13:00:00,291.056861,,
 07/06  14:00:00,284.4334099,,
 07/06  15:00:00,279.9125715,,
 07/06  16:00:00,279.7713074,,
 07/06  17:00:00,276.1507593,,
 07/06  18:00:00,266.9272906,,
 07/06  19:00:00,254.2910771,,
 07/06  20:00:00,239.9045432,,
 07/06  21:00:00,171.8684188,,
 07/06  22:00:00,121.6093897,,
 07/06  23:00:00,151.4880987,,
 07/06  24:00:00,127.4372395,,
 07/07  01:00:00,116.7842339,,
 07/07  02:00:00,115.5308071,,
 07/07  03:00:00,114.2914914,,
 07/07  04:00:00,138.9433545,,
 07/07  05:00:00,134.6795277,,
 07/07  06:00:00,171.0924978,,
 07/07  07:00:00,183.6917113,,
 07/07  08:00:00,249.9791031,,
 07/07  09:00:00,280.9524299,,
 07/07  10:00:00,275.5120255,,
 07/07  11:00:00,298.4247827,,
 07/07  12:00:00,290.7035996,,
 07/07  13:00:00,292.03684,,
 07/07  14:00:00,285.9574607,,
 07/07  15:00:00,280.2370928,,
 07/07  16:00:00,277.954234,,
 07/07  17:00:00,275.3135371,,
 07/07  18:00:00,266.6876659,,
 07/07  19:00:00,245.8766641,,
 07/07  20:00:00,233.6886788,,
 07/07  21:00:00,167.4344041,,
 07/07  22:00:00,122.3224761,,
 07/07  23:00:00,152.3226277,,
 07/07  24:00:00,128.3962793,,
 07/08  01:00:00,115.36373,,
 07/08  02:00:00,113.9118992,,
 07/08  03:00:00,112.5742025,,
 07/08  04:00:00,119.9685331,,
 07/08  05:00:00,115.8734649,,
 07/08  06:00:00,139.0110281,,
 07/08  07:00:00,158.3759647,,
 07/08  08:00:00,220.7481153,,
 07/08  09:00:00,246.6143874,,
 07/08  10:00:00,269.829753,,
 07/08  11:00:00,298.740854,,
 07/08  12:00:00,289.7282332,,
 07/08  13:00:00,287.6581478,,
 07/08  14:00:00,281.046769,,
 07/08  15:00:00,277.8826395,,
 07/08  16:00:00,278.4441827,,
 07/08  17:00:00,276.4441281,,
 07/08  18:00:00,253.2435347,,
 07/08  19:00:00,211.9338764,,
 07/08  20:00:00,209.3919248,,
 07/08  21:00:00,157.4319332,,
 07/08  22:00:00,119.1542802,,
 07/08  23:00:00,149.916945,,
 07/08  24:00:00,126.9895884,,
 07/09  01:00:00,116.2013198,,
 07/09  02:00:00,114.5815543,,
 07/09  03:00:00,113.1395163,,
 07/09  04:00:00,119.3146919,,
 07/09  05:00:00,115.3708902,,
 07/09  06:00:00,139.9764123,,
 07/09  07:00:00,159.9572729,,
 07/09  08:00:00,193.1279363,,
 07/09  09:00:00,171.4989789,,
 07/09  10:00:00,204.8319169,,
 07/09  11:00:00,232.2804745,,
 07/09  12:00:00,249.5369689,,
 07/09  13:00:00,250.8600483,,
 07/09  14:00:00,244.9517516,,
 07/09  15:00:00,241.7501834,,
 07/09  16:00:00,239.6825973,,
 07/09  17:00:00,206.0168419,,
 07/09  18:00:00,207.84611,,
 07/09  19:00:00,192.6996877,,
 07/09  20:00:00,192.5284165,,
 07/09  21:00:00,171.0859066,,
 07/09  22:00:00,119.1239286,,
 07/09  23:00:00,149.0498096,,
 07/09  24:00:00,125.6366673,,
 07/10  01:00:00,117.5719351,,
 07/10  02:00:00,116.1836572,,
 07/10  03:00:00,115.1037569,,
 07/10  04:00:00,122.3814348,,
 07/10  05:00:00,118.1582005,,
 07/10  06:00:00,153.1340245,,
 07/10  07:00:00,170.6883269,,
 07/10  08:00:00,245.4646661,,
 07/10  09:00:00,277.243836,,
 07/10  10:00:00,271.4243967,,
 07/10  11:00:00,294.9209667,,
 07/10  12:00:00,284.9034832,,
 07/10  13:00:00,285.5620148,,
 07/10  14:00:00,278.1171223,,
 07/10  15:00:00,273.9839446,,
 07/10  16:00:00,274.0528998,,
 07/10  17:00:00,271.6790283,,
 07/10  18:00:00,264.6233049,,
 07/10  19:00:00,252.6238471,,
 07/10  20:00:00,240.1553545,,
 07/10  21:00:00,172.4890777,,
 07/10  22:00:00,122.3859291,,
 07/10  23:00:00,152.3175992,,
 07/10  24:00:00,129.298982,,
 07/11  01:00:00,118.8343536,,
 07/11  02:00:00,117.2985789,,
 07/11  03:00:00,116.1052667,,
 07/11  04:00:00,141.6139915,,
 07/11  05:00:00,137.9496987,,
 07/11  06:00:00,173.9088491,,
 07/11  07:00:00,184.0192972,,
 07/11  08:00:00,247.0029236,,
 07/11  09:00:00,275.3386589,,
 07/11  10:00:00,271.1386073,,
 07/11  11:00:00,295.3603637,,
 07/11  12:00:00,284.9799707,,
 07/11  13:00:00,286.5894833,,
 07/11  14:00:00,281.8064757,,
 07/11  15:00:00,276.5752914,,
 07/11  16:00:00,273.8490389,,
 07/11  17:00:00,271.0638881,,
 07/11  18:00:00,262.6191058,,
 07/11  19:00:00,242.2562443,,
 07/11  20:00:00,230.223144,,
 07/11  21:00:00,165.7841606,,
 07/11  22:00:00,121.7337793,,
 07/11  23:00:00,151.5934158,,
 07/11  24:00:00,128.1110503,,
 07/12  01:00:00,117.2808837,,
 07/12  02:00:00,116.6381724,,
 07/12  03:00:00,116.0501335,,
 07/12  04:00:00,122.6886757,,
 07/12  05:00:00,118.550903,,
 07/12  06:00:00,153.3857815,,
 07/12  07:00:00,171.923607,,
 07/12  08:00:00,246.2614503,,
 07/12  09:00:00,275.0345378,,
 07/12  10:00:00,269.1370762,,
 07/12  11:00:00,294.3334339,,
 07/12  12:00:00,285.5775664,,
 07/12  13:00:00,286.3303641,,
 07/12  14:00:00,282.1925686,,
 07/12  15:00:00,276.3625533,,
 07/12  16:00:00,275.9789338,,
 07/12  17:00:00,275.1710066,,
 07/12  18:00:00,266.8419934,,
 07/12  19:00:00,253.0777524,,
 07/12  20:00:00,239.4184348,,
 07/12  21:00:00,171.5098165,,
 07/12  22:00:00,120.5198687,,
 07/12  23:00:00,150.5186186,,
 07/12  24:00:00,126.5143637,,
 07/13  01:00:00,115.8578911,,
 07/13  02:00:00,114.865468,,
 07/13  03:00:00,113.0335178,,
 07/13  04:00:00,119.2401936,,
 07/13  05:00:00,114.3938251,,
 07/13  06:00:00,150.1589906,,
 07/13  07:00:00,171.5280645,,
 07/13  08:00:00,248.8309542,,
 07/13  09:00:00,282.4801826,,
 07/13  10:00:00,278.6772138,,
 07/13  11:00:00,300.6611568,,
 07/13  12:00:00,291.2802159,,
 07/13  13:00:00,292.469915,,
 07/13  14:00:00,284.1955242,,
 07/13  15:00:00,278.6892258,,
 07/13  16:00:00,276.456699,,
 07/13  17:00:00,274.9538936,,
 07/13  18:00:00,267.5338671,,
 07/13  19:00:00,254.3756719,,
 07/13  20:00:00,240.9035777,,
 07/13  21:00:00,173.3025267,,
 07/13  22:00:00,123.3389819,,
 07/13  23:00:00,153.6074894,,
 07/13  24:00:00,130.7161635,,
 07/14  01:00:00,120.0918979,,
 07/14  02:00:00,119.5739571,,
 07/14  03:00:00,118.6940992,,
 07/14  04:00:00,143.0656134,,
 07/14  05:00:00,139.2993049,,
 07/14  06:00:00,175.6739136,,
 07/14  07:00:00,188.1211366,,
 07/14  08:00:00,255.2883483,,
 07/14  09:00:00,290.9617483,,
 07/14  10:00:00,286.6169707,,
 07/14  11:00:00,306.8475986,,
 07/14  12:00:00,298.8633798,,
 07/14  13:00:00,299.6616508,,
 07/14  14:00:00,290.8526487,,
 07/14  15:00:00,285.5220617,,
 07/14  16:00:00,285.5041002,,
 07/14  17:00:00,283.4560283,,
 07/14  18:00:00,272.9447665,,
 07/14  19:00:00,248.7215055,,
 07/14  20:00:00,234.9633517,,
 07/14  21:00:00,166.6918392,,
 07/14  22:00:00,121.6490947,,
 07/14  23:00:00,151.9675351,,
 07/14  24:00:00,128.8811717,,
 07/15  01:00:00,115.7862514,,
 07/15  02:00:00,114.9967744,,
 07/15  03:00:00,114.4458297,,
 07/15  04:00:00,122.0750416,,
 07/15  05:00:00,118.5629249,,
 07/15  06:00:00,141.9742346,,
 07/15  07:00:00,160.6470656,,
 07/15  08:00:00,222.1478557,,
 07/15  09:00:00,247.8156356,,
 07/15  10:00:00,273.9300666,,
 07/15  11:00:00,298.7828233,,
 07/15  12:00:00,290.165276,,
 07/15  13:00:00,288.8134376,,
 07/15  14:00:00,280.2681881,,
 07/15  15:00:00,275.5184251,,
 07/15  16:00:00,276.0264321,,
 07/15  17:00:00,275.0900711,,
 07/15  18:00:00,252.1524132,,
 07/15  19:00:00,211.4889701,,
 07/15  20:00:00,209.6528671,,
 07/15  21:00:00,158.0065109,,
 07/15  22:00:00,120.032659,,
 07/15  23:00:00,150.1608826,,
 07/15  24:00:00,126.9536921,,
 07/16  01:00:00,116.2860845,,
 07/16  02:00:00,114.6804487,,
 07/16  03:00:00,113.7132624,,
 07/16  04:00:00,120.8820793,,
 07/16  05:00:00,116.8718077,,
 07/16  06:00:00,140.7786664,,
 07/16  07:00:00,159.7692255,,
 07/16  08:00:00,192.5529414,,
 07/16  09:00:00,172.5281154,,
 07/16  10:00:00,207.4910159,,
 07/16  11:00:00,234.2823785,,
 07/16  12:00:00,251.3556517,,
 07/16  13:00:00,250.5936069,,
 07/16  14:00:00,244.5956864,,
 07/16  15:00:00,240.2153527,,
 07/16  16:00:00,238.838364,,
 07/16  17:00:00,207.643912,,
 07/16  18:00:00,209.4776006,,
 07/16  19:00:00,195.5659256,,
 07/16  20:00:00,195.338749,,
 07/16  21:00:00,172.2186234,,
 07/16  22:00:00,119.9236773,,
 07/16  23:00:00,150.0666693,,
 07/16  24:00:00,126.6094051,,
 07/17  01:00:00,118.4232695,,
 07/17  02:00:00,117.847722,,
 07/17  03:00:00,117.1901727,,
 07/17  04:00:00,123.5622785,,
 07/17  05:00:00,118.232075,,
 07/17  06:00:00,153.5157297,,
 07/17  07:00:00,173.6687065,,
 07/17  08:00:00,250.0710114,,
 07/17  09:00:00,283.7375375,,
 07/17  10:00:00,280.9984405,,
 07/17  11:00:00,301.3711401,,
 07/17  12:00:00,294.2858605,,
 07/17  13:00:00,294.5149313,,
 07/17  14:00:00,288.5105177,,
 07/17  15:00:00,283.9520776,,
 07/17  16:00:00,282.1297073,,
 07/17  17:00:00,280.4623375,,
 07/17  18:00:00,272.4371856,,
 07/17  19:00:00,257.0490652,,
 07/17  20:00:00,243.1704893,,
 07/17  21:00:00,174.8223046,,
 07/17  22:00:00,124.5428974,,
 07/17  23:00:00,153.6721404,,
 07/17  24:00:00,131.0372774,,
 07/18  01:00:00,120.6143138,,
 07/18  02:00:00,119.2887949,,
 07/18  03:00:00,118.6779942,,
 07/18  04:00:00,144.2034876,,
 07/18  05:00:00,140.1643437,,
 07/18  06:00:00,177.0723451,,
 07/18  07:00:00,190.1785046,,
 07/18  08:00:00,256.9602245,,
 07/18  09:00:00,290.2443457,,
 07/18  10:00:00,289.4576159,,
 07/18  11:00:00,310.0992572,,
 07/18  12:00:00,300.0821839,,
 07/18  13:00:00,301.0515441,,
 07/18  14:00:00,293.2148258,,
 07/18  15:00:00,287.7311652,,
 07/18  16:00:00,287.4044317,,
 07/18  17:00:00,286.0797524,,
 07/18  18:00:00,278.3471986,,
 07/18  19:00:00,261.4620349,,
 07/18  20:00:00,242.1798582,,
 07/18  21:00:00,171.5456845,,
 07/18  22:00:00,126.3590756,,
 07/18  23:00:00,156.0914508,,
 07/18  24:00:00,134.2791335,,
 07/19  01:00:00,122.8823834,,
 07/19  02:00:00,122.7003076,,
 07/19  03:00:00,120.7952464,,
 07/19  04:00:00,127.4074707,,
 07/19  05:00:00,122.2537704,,
 07/19  06:00:00,157.3821436,,
 07/19  07:00:00,179.4135056,,
 07/19  08:00:00,256.9294634,,
 07/19  09:00:00,292.279165,,
 07/19  10:00:00,293.5989617,,
 07/19  11:00:00,313.1357738,,
 07/19  12:00:00,304.4819156,,
 07/19  13:00:00,306.3560667,,
 07/19  14:00:00,295.5381855,,
 07/19  15:00:00,291.0976893,,
 07/19  16:00:00,290.4679797,,
 07/19  17:00:00,289.920913,,
 07/19  18:00:00,281.1754119,,
 07/19  19:00:00,269.9037574,,
 07/19  20:00:00,251.4892442,,
 07/19  21:00:00,178.2072437,,
 07/19  22:00:00,127.0513735,,
 07/19  23:00:00,156.5051933,,
 07/19  24:00:00,134.0228015,,
 07/20  01:00:00,122.4415446,,
 07/20  02:00:00,120.7700525,,
 07/20  03:00:00,119.928064,,
 07/20  04:00:00,127.4037226,,
 07/20  05:00:00,126.4013295,,
 07/20  06:00:00,158.4341248,,
 07/20  07:00:00,180.4685689,,
 07/20  08:00:00,257.6156499,,
 07/20  09:00:00,290.8763186,,
 07/20  10:00:00,287.4615627,,
 07/20  11:00:00,309.5436983,,
 07/20  12:00:00,302.5225507,,
 07/20  13:00:00,304.1280661,,
 07/20  14:00:00,296.6704581,,
 07/20  15:00:00,290.092956,,
 07/20  16:00:00,287.7099125,,
 07/20  17:00:00,285.4220606,,
 07/20  18:00:00,277.6544363,,
 07/20  19:00:00,266.2885298,,
 07/20  20:00:00,247.2255848,,
 07/20  21:00:00,176.4646619,,
 07/20  22:00:00,125.4643533,,
 07/20  23:00:00,154.8983534,,
 07/20  24:00:00,132.8782615,,
 07/21  01:00:00,122.0914081,,
 07/21  02:00:00,121.6133526,,
 07/21  03:00:00,120.9477767,,
 07/21  04:00:00,146.8257849,,
 07/21  05:00:00,146.536697,,
 07/21  06:00:00,178.298139,,
 07/21  07:00:00,189.6520078,,
 07/21  08:00:00,253.0549987,,
 07/21  09:00:00,283.8907081,,
 07/21  10:00:00,283.127423,,
 07/21  11:00:00,304.4486076,,
 07/21  12:00:00,296.752618,,
 07/21  13:00:00,299.5803713,,
 07/21  14:00:00,291.2228597,,
 07/21  15:00:00,285.7714075,,
 07/21  16:00:00,283.527618,,
 07/21  17:00:00,278.8698737,,
 07/21  18:00:00,269.6182848,,
 07/21  19:00:00,251.6520903,,
 07/21  20:00:00,236.5941524,,
 07/21  21:00:00,169.4530697,,
 07/21  22:00:00,124.945791,,
 07/21  23:00:00,155.2701993,,
 07/21  24:00:00,133.743992,,
 07/22  01:00:00,120.883756,,
 07/22  02:00:00,119.6715955,,
 07/22  03:00:00,118.3518354,,
 07/22  04:00:00,125.0574535,,
 07/22  05:00:00,124.0210237,,
 07/22  06:00:00,143.3589255,,
 07/22  07:00:00,162.9645494,,
 07/22  08:00:00,225.5509866,,
 07/22  09:00:00,252.1695563,,
 07/22  10:00:00,280.1921343,,
 07/22  11:00:00,304.385059,,
 07/22  12:00:00,297.3695433,,
 07/22  13:00:00,301.1325923,,
 07/22  14:00:00,294.7726301,,
 07/22  15:00:00,290.7176236,,
 07/22  16:00:00,289.8108356,,
 07/22  17:00:00,287.585827,,
 07/22  18:00:00,263.1489086,,
 07/22  19:00:00,222.8921102,,
 07/22  20:00:00,216.4906749,,
 07/22  21:00:00,162.0583667,,
 07/22  22:00:00,123.5377531,,
 07/22  23:00:00,153.7169743,,
 07/22  24:00:00,132.8678589,,
 07/23  01:00:00,122.111901,,
 07/23  02:00:00,121.0338698,,
 07/23  03:00:00,120.5163023,,
 07/23  04:00:00,128.0152062,,
 07/23  05:00:00,127.2163455,,
 07/23  06:00:00,146.6892158,,
 07/23  07:00:00,166.3001895,,
 07/23  08:00:00,201.4314938,,
 07/23  09:00:00,184.9308222,,
 07/23  10:00:00,219.9050409,,
 07/23  11:00:00,244.5940786,,
 07/23  12:00:00,268.0296781,,
 07/23  13:00:00,269.5942106,,
 07/23  14:00:00,263.5744308,,
 07/23  15:00:00,258.8983507,,
 07/23  16:00:00,258.4383923,,
 07/23  17:00:00,223.325356,,
 07/23  18:00:00,218.6949571,,
 07/23  19:00:00,206.6254257,,
 07/23  20:00:00,203.0145219,,
 07/23  21:00:00,177.9634988,,
 07/23  22:00:00,125.2845777,,
 07/23  23:00:00,154.596404,,
 07/23  24:00:00,133.1304675,,
 07/24  01:00:00,124.5149213,,
 07/24  02:00:00,124.0427275,,
 07/24  03:00:00,123.5356951,,
 07/24  04:00:00,130.5723562,,
 07/24  05:00:00,129.4664573,,
 07/24  06:00:00,160.0856892,,
 07/24  07:00:00,178.7084526,,
 07/24  08:00:00,254.3080974,,
 07/24  09:00:00,285.4937416,,
 07/24  10:00:00,283.0027829,,
 07/24  11:00:00,303.2205114,,
 07/24  12:00:00,296.9137646,,
 07/24  13:00:00,297.8735489,,
 07/24  14:00:00,292.3110262,,
 07/24  15:00:00,288.5361312,,
 07/24  16:00:00,286.9171595,,
 07/24  17:00:00,284.286407,,
 07/24  18:00:00,273.9889752,,
 07/24  19:00:00,263.580022,,
 07/24  20:00:00,246.8795791,,
 07/24  21:00:00,175.6771297,,
 07/24  22:00:00,125.0051233,,
 07/24  23:00:00,155.2573055,,
 07/24  24:00:00,133.3453764,,
 07/25  01:00:00,122.6229636,,
 07/25  02:00:00,121.7342999,,
 07/25  03:00:00,120.8558716,,
 07/25  04:00:00,146.1892332,,
 07/25  05:00:00,146.4182915,,
 07/25  06:00:00,178.2548391,,
 07/25  07:00:00,189.2347743,,
 07/25  08:00:00,254.8355404,,
 07/25  09:00:00,289.3753564,,
 07/25  10:00:00,285.9495983,,
 07/25  11:00:00,304.9252343,,
 07/25  12:00:00,297.6907364,,
 07/25  13:00:00,299.8758449,,
 07/25  14:00:00,293.7194354,,
 07/25  15:00:00,288.5120219,,
 07/25  16:00:00,288.6064711,,
 07/25  17:00:00,287.4361124,,
 07/25  18:00:00,277.663904,,
 07/25  19:00:00,257.8439896,,
 07/25  20:00:00,239.7754625,,
 07/25  21:00:00,170.9004515,,
 07/25  22:00:00,125.7702749,,
 07/25  23:00:00,155.6958983,,
 07/25  24:00:00,133.7351644,,
 07/26  01:00:00,123.0689453,,
 07/26  02:00:00,122.6062058,,
 07/26  03:00:00,121.8218946,,
 07/26  04:00:00,129.2716621,,
 07/26  05:00:00,127.7684414,,
 07/26  06:00:00,158.953543,,
 07/26  07:00:00,179.5014669,,
 07/26  08:00:00,255.6222477,,
 07/26  09:00:00,292.2674019,,
 07/26  10:00:00,291.3731242,,
 07/26  11:00:00,310.1722455,,
 07/26  12:00:00,300.4597785,,
 07/26  13:00:00,301.1072704,,
 07/26  14:00:00,295.520037,,
 07/26  15:00:00,293.3448232,,
 07/26  16:00:00,295.0040419,,
 07/26  17:00:00,291.2958462,,
 07/26  18:00:00,279.7522093,,
 07/26  19:00:00,267.9722709,,
 07/26  20:00:00,250.0468664,,
 07/26  21:00:00,177.7631247,,
 07/26  22:00:00,127.0934355,,
 07/26  23:00:00,157.1971341,,
 07/26  24:00:00,136.3379942,,
 07/27  01:00:00,125.5952589,,
 07/27  02:00:00,124.6478933,,
 07/27  03:00:00,123.6115852,,
 07/27  04:00:00,131.2368356,,
 07/27  05:00:00,130.3693654,,
 07/27  06:00:00,161.2665084,,
 07/27  07:00:00,181.5321307,,
 07/27  08:00:00,257.14417,,
 07/27  09:00:00,289.5030673,,
 07/27  10:00:00,285.2334782,,
 07/27  11:00:00,306.3870302,,
 07/27  12:00:00,299.1394961,,
 07/27  13:00:00,301.5638721,,
 07/27  14:00:00,294.7050106,,
 07/27  15:00:00,291.9362504,,
 07/27  16:00:00,292.2433731,,
 07/27  17:00:00,291.0761244,,
 07/27  18:00:00,280.4478325,,
 07/27  19:00:00,267.5727134,,
 07/27  20:00:00,249.7937137,,
 07/27  21:00:00,177.6755098,,
 07/27  22:00:00,126.9711729,,
 07/27  23:00:00,156.6269386,,
 07/27  24:00:00,134.7544647,,
 07/28  01:00:00,123.9513658,,
 07/28  02:00:00,123.1335059,,
 07/28  03:00:00,122.4784678,,
 07/28  04:00:00,148.4834953,,
 07/28  05:00:00,148.2892334,,
 07/28  06:00:00,180.920406,,
 07/28  07:00:00,193.2325434,,
 07/28  08:00:00,257.1414965,,
 07/28  09:00:00,291.9358715,,
 07/28  10:00:00,289.9643774,,
 07/28  11:00:00,308.3208615,,
 07/28  12:00:00,299.6247404,,
 07/28  13:00:00,300.9145512,,
 07/28  14:00:00,294.2067364,,
